user_id
1571849
3926131
625483
680809
42528009
1666903
2498041
2841471
36163824
11880390
1716037
1682209
894198
929996
4735234
24617099
2910582
12214655
18578090
14608413
4202408
2655665
17176911
7324819
2165336
14596191
25464182
56733843
727825
6962371
12866267
3633213
47524023
42120899
2052834
3133036
2318298
10040339
4485970
298281
1514617
1415702
23206746
8086590
600281
4085473
556155
5111894
2485743
6857483
972353
8366650
1579616
6418555
21818166
3997158
10157591
273398
9786334
2422440
5918862
8735129
2368212
5464507
9195076
54775388
38724486
760283
482768
10481242
1468602
22043361
140660
4304083
4599038
1035175
221154
1232069
748988
621911
795537
8084405
3212620
4737499
750796
7963629
2585589
10168249
57444298
2274307
5013115
7052503
168670
5132291
11948801
762300
4345130
75059
3351416
15451754
11049277
3811930
13857110
10356262
9230005
713534
5311911
4091422
285060
3325578
472817
518726
549721
8065254
1419330
2260549
27630892
1846151
1141124
5202715
5638694
2500093
562965
61794340
699051
1509927
4497250
6324667
1672400
3300485
7026605
454488
9826289
52227251
2522181
2121570
5992279
5721459
11224183
5058464
623054
2152506
4028630
5419127
7585082
3765295
1556148
17273871
3786471
5954372
2590048
1367244
11091670
2587332
4266960
27001
9728528
5628576
16964598
2696253
7918012
9107558
1872971
15619011
5108758
479049
4860405
10479212
4269195
3830241
5282789
1534624
9617116
5659605
8636661
245280
162247
4828638
1825329
3783270
13158096
2089345
9773727
466961
5025503
3084781
11573583
2287231
3559297
10024223
103310
331984
11275652
11267331
3193217
2027844
1546839
1768551
4304074
10871683
6503700
11084914
23737486
9270600
5722148
45395174
10312074
3254811
230331
1042413
4873445
2370736
2225063
1279685
15739074
1022587
11911392
453962
32766774
673325
4886749
2291894
48559869
3806171
566465
2699129
241154
16991300
5679553
455359
22552143
7510271
12573070
7454906
1413212
5678797
9899728
555888
2969234
2659043
7196872
10931771
1715514
671730
11500240
886216
1278804
3032598
5642994
1178522
3631110
6078612
6808364
3901258
1980625
2001048
143271
5930002
4957014
1272776
2624812
3302096
9360158
6324266
5617336
1460946
578355
9942318
5523859
9288310
4519621
11352865
60144827
9939969
212350
4612617
4594323
22624465
665536
23704184
1829598
46588925
2853425
418490
2525432
1929851
49786083
5844396
241693
455637
7482727
5802811
6140910
7954910
7793791
538743
11429595
505760
1985753
412106
6196246
5809280
1703902
489781
16182656
11197264
1447214
3697345
827631
1383822
261572
1511885
6731161
10834059
5520424
10643674
9469403
5151456
34540727
960939
10312829
1267078
3063957
1016024
8690174
1941219
6671876
11579623
1123159
622463
5327385
7070202
17328700
52141842
679319
9510045
5167287
2271935
17848744
3534485
4914632
4031032
7762628
7408976
38674111
812147
19266963
8647306
864820
1604687
3143034
3598447
1705614
13225993
3766426
452318
2901875
3267406
1258482
1839461
10668000
3393584
4703589
9105138
631794
4891967
6609574
648616
3008987
693016
1288399
1092562
3247875
23630193
716116
7201797
5430604
1537186
1172310
4694955
13975725
3014659
8061080
818747
3282218
972187
547597
18408171
2676675
8695305
1732076
682815
1214710
3642258
8358922
2771588
11923632
1336548
2370623
9377222
3348197
7103554
11516625
14703039
12133314
4158331
3173216
718989
5050502
7566793
11526855
9973863
14690792
4353667
2637219
136419
8764797
