,user_id,X,pr_value
180,-7710411924988853248,2215,7.5050732616948e-06
181,-6882517689958333440,2216,7.50496555569165e-06
182, 3475986583891346944,2217,7.50285240369483e-06
183,-8130208499365784576,2218,7.50272082170501e-06
184,-5078016077934951424,2219,7.50208690607236e-06
185, 2919163509481667584,2220,7.5005206263094e-06
186,-2724473807854053376,2223,7.49668022772264e-06
187,-1554577849231850752,2224,7.4965976410645e-06
188,-2187697064135334912,2226,7.49315456123953e-06
189, 7540295893875771392,2229,7.49006167575396e-06
190,-2107524473855212032,2230,7.4900246443285e-06
191, -324974296148783296,2235,7.48433380370104e-06
192,-5017061381414800384,2240,7.48070175563117e-06
193, 5828547938422094848,2243,7.47943726898835e-06
194, 1333782963079685632,2244,7.47939718491241e-06
195,-1400053944978405632,2245,7.47809081529948e-06
196, -202944671584105600,2247,7.47192904497845e-06
197, 6360681440277974016,2249,7.46777994749224e-06
198, 2184434092074444032,2250,7.46750283519352e-06
199,-7643710698447881216,2251,7.46560450908129e-06
200, 3130988916787938304,2258,7.45861202430399e-06
201,-5823862904705714176,2262,7.45218509643712e-06
202, -357535283734031040,2264,7.44518118262409e-06
203, 1677537087299548160,2266,7.43960930386639e-06
204,-5631495279067526144,2267,7.4364825519978e-06
205, 8253398954028557312,2268,7.43300818803582e-06
206, 6163678845559155712,2271,7.42858044518109e-06
207, 5930823612724185088,2275,7.42556900756154e-06
208, 5864459915377156096,2280,7.42056216671905e-06
209,-8096836740761319424,2282,7.41665507071472e-06
210,-5574236956349031424,2287,7.40971451485338e-06
211, 3775501865534205952,2291,7.40231873994577e-06
212, 8941822033854753792,2292,7.40171983928835e-06
213, 5102355652650778624,2296,7.39351123892756e-06
214, -841081853351101696,2298,7.39123549518376e-06
215,-1016494389344849024,2299,7.39040357876545e-06
216,-3961973752289045504,2302,7.38304997514017e-06
217, 2873779279996967424,2303,7.38238386366198e-06
218,  238600052978980864,2309,7.3728548434228e-06
219,-9144978405694120960,2310,7.37256963292628e-06
220, 6003763184522196992,2313,7.36379499622013e-06
221, 1198321165890204672,2314,7.36338265018284e-06
222, 8588275208443895808,2317,7.36104422329972e-06
223, 4758633823420492800,2320,7.35352294365295e-06
224,-9160435381484497920,2323,7.3500506896808e-06
225, 8526830912300463104,2326,7.34843229724712e-06
226, 7404813522036542464,2329,7.34440452430198e-06
227,-5323367863776691200,2331,7.33912936455957e-06
228, 5534472603180408832,2332,7.33905505067531e-06
229,  915909446043384704,2333,7.33766869813849e-06
230,-6703755703365397504,2335,7.33662739047356e-06
231,-4431490006913103360,2336,7.33590722958831e-06
232,-2733198392085967872,2339,7.332164756012e-06
233, -142539740441533424,2341,7.32999558877561e-06
234, 4757321318885050368,2343,7.32826548359148e-06
235,-7833012697401116672,2344,7.32326486460748e-06
236,-3875723131063049728,2349,7.31962455297396e-06
237,-4706848688368262144,2350,7.31945666364436e-06
238, 6924236004343504896,2351,7.31774526247347e-06
239,-5752875943080255488,2353,7.31606019467552e-06
240, 8120847234371635200,2355,7.31323148979977e-06
241, 2176621209923112704,2357,7.31125546177071e-06
242, 4216878178191655424,2359,7.31060694993093e-06
243, 4538884119422962176,2361,7.30738714141027e-06
244, 6109571725858842624,2363,7.30152430398043e-06
245,-3645848378074254848,2364,7.29635743495288e-06
246,-3899847230534010368,2365,7.29519178541018e-06
247,-1582744926530038528,2367,7.29390807267127e-06
248, 6672941177814840320,2368,7.29075618462684e-06
249, 6443826701005854720,2369,7.29008073272848e-06
250,-2778566452250626048,2372,7.28388475863291e-06
251, 4039954647312786432,2378,7.27574102967788e-06
252, 6589341589587332096,2379,7.2741564379135e-06
253,-5249673187503109120,2380,7.27161438827227e-06
254,-3749429544407367168,2381,7.27076862649752e-06
255,-8868624830913812480,2385,7.26331676552306e-06
256,-2587121727050128384,2389,7.2595248699943e-06
257,  797398964073001600,2391,7.25406818635942e-06
258,  812627285454678912,2394,7.24981201345177e-06
259,-4499001304081941504,2397,7.24857643032498e-06
260,-2958962889565738496,2401,7.24058515947656e-06
261, 6036987090041621504,2404,7.23983679235297e-06
262, 3160581597805348352,2406,7.23492618674397e-06
263, 2467038405746696704,2410,7.22733491311378e-06
264, 5039304689568090112,2411,7.22688476064133e-06
265,-7192210236537300992,2413,7.22614899868377e-06
266,-3145080907547876864,2414,7.22504010274302e-06
267, 2931360097109735936,2415,7.22412938688999e-06
268, 3497448555761470976,2420,7.2190377038453e-06
269, -231883069351777632,2422,7.21218832791888e-06
270, 5855277478774023168,2425,7.20516428016451e-06
271,-8000497013855447040,2426,7.20356402560568e-06
272, -185914838136304928,2429,7.19598603586368e-06
273,-1424327996211649536,2432,7.1936154932408e-06
274,-9045114299125057536,2433,7.19097514437136e-06
275,-4512379440625512448,2434,7.18998524498251e-06
276,-4358657912555286528,2438,7.18849778975039e-06
277,-3138261863435127808,2439,7.1836077324872e-06
278, -642115189006059904,2440,7.18352393640507e-06
279,-5866187715436150784,2448,7.16857123515094e-06
280, 6505278972390002688,2450,7.16618906266497e-06
281, 2699023983846294016,2452,7.16402567804682e-06
282,-7563590146530255872,2453,7.16133331892017e-06
283,-3512442315385949696,2455,7.15931654403174e-06
284,-8294196517728450560,2459,7.15375492514838e-06
285, 6495529634020168704,2460,7.15304469532148e-06
286,-6028357367552393216,2461,7.15144935907567e-06
287,-5672431971892645888,2462,7.14961936203664e-06
288,-7407711576970169344,2465,7.14584410534265e-06
289, 2332102523570622464,2468,7.14064409276497e-06
290, 4664473999789451264,2474,7.13331025965739e-06
291,-3543241808292493824,2476,7.13230594494723e-06
292,-2537188603610749952,2477,7.13210645434499e-06
293,-7693694853426267136,2478,7.13114290349418e-06
294, 6537775533593295872,2479,7.12888723308332e-06
295,-3032167720931811840,2480,7.12784560256068e-06
296,-3967285246568182784,2481,7.12749057668042e-06
297, 2130707973988069632,2483,7.12315848336872e-06
298, 2584994133367176192,2488,7.11529986003865e-06
299,-8345617003650083840,2490,7.11459393636309e-06
300,-1326771156623375616,2492,7.11131226223174e-06
301, 2947412843402575872,2493,7.11007921386282e-06
302, 8594259845640409088,2494,7.10930258587259e-06
303, 8485053200358272000,2495,7.10876034472893e-06
304,-5682344104743404544,2496,7.10638755535668e-06
305,-1042388132205434624,2497,7.10450969435411e-06
306, 5184349152183921664,2498,7.1033466354126e-06
307,-4371508451325266944,2499,7.10332773544337e-06
308,-8146348311667279872,2500,7.10070087423214e-06
309, -510622371817600896,2501,7.09887525722135e-06
310,-6325301999542970368,2503,7.09806804054026e-06
311, 8390541798407130112,2508,7.09474710760593e-06
312,-2069388871718071808,2513,7.0852146099588e-06
313,-1568860942663168256,2515,7.08348569166255e-06
314, 7554755774227816448,2516,7.08209334800263e-06
315, 2138797840610784256,2519,7.07686600582361e-06
316,-7207121675082885120,2520,7.07635727310902e-06
317,-8372448350607670272,2521,7.07483557590063e-06
318,-5975065703114255360,2523,7.0719925179007e-06
319, -509272039334301632,2524,7.06981091246837e-06
320,-6430303012886828032,2525,7.06842510554977e-06
321, 5428680121331287040,2526,7.06814603911886e-06
322, 5109177318330839040,2527,7.06716757631454e-06
323,-7921066220139422720,2531,7.06207232990753e-06
324,-3269273320250977792,2536,7.0485842710591e-06
325,-3186262483717412864,2538,7.04825575540332e-06
326,-1558014882300198656,2539,7.04741075269671e-06
327, 8930715252419470336,2540,7.04543724960758e-06
328,-7347239355709579264,2543,7.04203274204776e-06
329,-3338861566487442432,2548,7.03510984797846e-06
330, 5158457596020042752,2549,7.03490086914147e-06
331,-4701054150673829888,2550,7.03449022836383e-06
332, -860036277372454656,2553,7.03049260196163e-06
333, 5906393019715076096,2559,7.02204018286641e-06
334, 2486868372914346496,2560,7.0199079371291e-06
335,-6222706140090833920,2561,7.01908207002306e-06
336,-1925830140688069632,2563,7.01380258587484e-06
337, -397078137644035072,2564,7.01352445407213e-06
338,-7596415973263158272,2566,7.0123898242325e-06
339,  754249160346194560,2569,7.00674694080144e-06
340,-3586044189087259136,2570,7.00523390316602e-06
341, 7811088284688332800,2572,7.00307193332002e-06
342,-8668138682308489216,2573,7.00281457069723e-06
343,-4961063061030053888,2574,7.00226775407504e-06
344,-7543665051489816576,2575,7.00205634001827e-06
345,-6031478407233155072,2577,7.00039974751399e-06
346, 4403911125313956864,2578,6.99853655223509e-06
347, -683566330805620224,2579,6.99602987075318e-06
348,-9010833714059806720,2581,6.99376762689719e-06
349,-7360225111144763392,2583,6.99248618864809e-06
350,-1787475919147932160,2585,6.99046142713144e-06
351,-9023957538702622720,2586,6.99030838650658e-06
352,-1175654970508839680,2588,6.98777276345404e-06
353, 2076817108821422336,2590,6.98686361279627e-06
354, 4930492249634080768,2591,6.98497920275988e-06
355, 2950361847584928256,2592,6.98439617194369e-06
356, -694174440507285760,2597,6.98041466678448e-06
357, -209572828541601600,2599,6.97869913289735e-06
358,-1009633892880678656,2602,6.97702729601936e-06
359, 5063536351528963072,2603,6.97219050800053e-06
360,-3822398006571425280,2605,6.97116377891955e-06
361,-1720318297213083904,2606,6.96541235521918e-06
362, 6724932250934858752,2608,6.9652223586911e-06
363, 6506150910627081216,2610,6.96473463182696e-06
364,  908111041909257600,2611,6.96413373570906e-06
365,-3221716821259198976,2612,6.9640711545093e-06
366, 6911575250884048896,2613,6.96365162617753e-06
367, 2370157999274238976,2614,6.96187201628502e-06
368, 6047619862007686144,2616,6.95631536224888e-06
369,-7887404318716069888,2617,6.9556903709448e-06
370, 2327614839379930112,2618,6.95447629507372e-06
371, 1913105990693344768,2620,6.95416619316644e-06
372,-3913345600096005120,2623,6.9523251511271e-06
373, 8457715616633399296,2627,6.94563115196084e-06
374,-3091165706159575552,2629,6.94433325039457e-06
375,-2188655002387986944,2630,6.94350803924607e-06
376,-1890828404661752064,2634,6.94004244324453e-06
377, 8701524368462133248,2635,6.93920672610383e-06
378, 5802062371686854656,2637,6.93661081860825e-06
379,-3975083351241707008,2638,6.93572327462802e-06
380, 8143439290822839296,2640,6.93437561975964e-06
381,   44705284990272088,2641,6.93028328032257e-06
382,  837253354944781056,2646,6.92071088560073e-06
383, 5880431352384222208,2647,6.92065388846109e-06
384, 7336236546718443520,2648,6.91954352579099e-06
385, 8983641190256174080,2649,6.91939491919647e-06
386, 6651098625371833344,2650,6.91906103856801e-06
387, -470753051565010880,2651,6.91893333151124e-06
388,-3822220247461542400,2652,6.91851020971986e-06
389, 3425291853258406912,2656,6.91627012347512e-06
390, 7993489407316587520,2658,6.91342605098993e-06
391, 6052139335576629248,2660,6.91231042047306e-06
392, 1316753249417507072,2662,6.91090003232015e-06
393, 7299014011822520320,2663,6.90886501699139e-06
394, 2368887803287040000,2664,6.90374609795218e-06
395, -923142374601043712,2668,6.90196407478311e-06
396,  121896626897417952,2669,6.90056435687393e-06
397, -197285040057328544,2671,6.90015775384452e-06
398,-6796329376805933056,2672,6.89962179125888e-06
399,-6188020008941306880,2674,6.89789959230214e-06
400,  155727188618189024,2675,6.89754031471061e-06
401,-8801507989377695744,2677,6.89533248463348e-06
402,-6476413877755211776,2679,6.89046517147006e-06
403,-2867773448456266240,2680,6.88769342929625e-06
404,-6962598665730748416,2682,6.88466819804608e-06
405, -178778666425902656,2684,6.88156348742423e-06
406, -844050259643026304,2686,6.88021429761047e-06
407,-2991145148451922944,2689,6.87806767943197e-06
408,-3455234306929205248,2690,6.87805087751555e-06
409,-3767876438925553664,2691,6.87757702566102e-06
410,-5438560444891790336,2692,6.87645404480462e-06
411,-5020181689677779968,2693,6.87580429829065e-06
412,-2145786730802438144,2694,6.87561440176565e-06
413, 5367300895776249856,2697,6.87412677993817e-06
414,-8080828539658827776,2699,6.86731843449343e-06
415,-2420355655261784576,2701,6.86340700075287e-06
416, 8613436889150315520,2705,6.85918586137698e-06
417, 3123852049035123712,2707,6.85843307862872e-06
418,  172514846453617088,2710,6.85549696223312e-06
419,-8492270251046068224,2713,6.85387992475811e-06
420, 2446207421291764224,2714,6.85319093524077e-06
421, 4380430234732426752,2715,6.85109591012409e-06
422,-7810645314851554304,2716,6.85022582059841e-06
423,-1938772572996416000,2718,6.8487533095754e-06
424, -301409863054420608,2719,6.84797039899565e-06
425, 6176409772777325568,2720,6.84694121052508e-06
426,-2177018142718910464,2723,6.84369560677365e-06
427, 2746823088694249984,2724,6.84250023316544e-06
428,-2495922899965975552,2726,6.84186416028836e-06
429,-4794546972300640256,2729,6.83945332986163e-06
430,-4604357020700472320,2731,6.83882289595851e-06
431, 4051547584996530176,2732,6.83852911098189e-06
432, 4306298444837265408,2733,6.83737933958049e-06
433,-6286566788049473536,2737,6.82682944341548e-06
434,-6254770623093885952,2738,6.82617815448375e-06
435,  503022485342527296,2739,6.82535123258445e-06
436,-5205027339761233920,2742,6.82051880281011e-06
437,-5128649726044701696,2743,6.82044097813692e-06
438, 4464669873547580416,2744,6.82043705409767e-06
439,-7701468606005782528,2748,6.81802789073864e-06
440,-8109965120603850752,2753,6.81169050412084e-06
441,-2294175665057228288,2755,6.80789168871624e-06
442, 5936305386596014080,2757,6.79972369702352e-06
443,-1627388591497913600,2758,6.7993478311193e-06
444, 5215744115751783424,2759,6.79915890981048e-06
445, 3681287189225921536,2760,6.79793215145597e-06
446,-3646074725808529408,2764,6.79618872791017e-06
447, -956033098594171008,2765,6.795904880462e-06
448, 8129670568568606720,2766,6.7947010615604e-06
449,  200646035161456448,2768,6.79290799653563e-06
450,-1344022792050614784,2770,6.79243314295919e-06
451,-4308059293993562624,2771,6.79221342035684e-06
452, 4101423124720966144,2772,6.79155434253298e-06
453, 7682337862585687040,2774,6.79036541676557e-06
454,-5567734921253791744,2776,6.78756371811498e-06
455, 6610401205575385088,2777,6.78574746223901e-06
456, 4129599743882313216,2778,6.7842008482499e-06
457,-8395765910837762048,2780,6.78116853684386e-06
458, -347394877833511552,2781,6.77941239819662e-06
459, 4148496353456202240,2782,6.77783608370893e-06
460, 3245434218989250048,2783,6.77588182763638e-06
461, 3011468642832454656,2784,6.77556333090205e-06
462,  761286962320472704,2785,6.77459328207841e-06
463,-6943611414230492160,2786,6.77437325535322e-06
464,-4075936095503788544,2787,6.77278498003e-06
465,  373457628345055872,2789,6.77163235905273e-06
466,  546970799210810624,2790,6.77157113627652e-06
467, 8378866058048524288,2791,6.77031884498797e-06
468,-6319303252692194304,2792,6.76790560716634e-06
469, 8395899721071250432,2793,6.76749995234929e-06
470,-5811062339905735680,2797,6.76323155713346e-06
471,-4489084311308889600,2799,6.76115264368286e-06
472, 4207666090989916160,2800,6.76078487292963e-06
473,  852796148912318976,2802,6.76048294927359e-06
474, 7221855396528519168,2809,6.75365373044995e-06
475, 4545288040771390464,2812,6.74988260995069e-06
476,-4258151918674079232,2814,6.74807837286526e-06
477,-1662566922850642432,2816,6.74593500850506e-06
478, 6381139371128726528,2817,6.74590400498793e-06
479,  825468236795243264,2819,6.74506101292366e-06
480, 5535567058588432384,2820,6.74486999654495e-06
481, 1203197032798721792,2821,6.74256720049614e-06
482, 2780803075493084672,2822,6.74216795318436e-06
483,-1072013735560182144,2825,6.73760483132707e-06
484, 6395641311346895872,2828,6.73440587540716e-06
485, 2740229331506411008,2829,6.73240752000814e-06
486, 6289669758690034688,2830,6.73134861784526e-06
487,-7972185503646623744,2832,6.7306432370793e-06
488, 2340996106201088512,2833,6.73044518166352e-06
489, 3572146700426370560,2835,6.72652428887021e-06
490,-1889011611440999168,2837,6.72197047742358e-06
491,-2687663735608309248,2838,6.72085074409216e-06
492, 6769432831307593728,2839,6.72049753815829e-06
493,  167881531774838496,2841,6.71807901389509e-06
494, 6307437161593306112,2842,6.71783653871941e-06
495, 4351542332022085120,2843,6.7159921659909e-06
496, -103348541024062400,2844,6.71596275217449e-06
497, 6002420415755601920,2845,6.71426290650974e-06
498,-3750851330502956544,2849,6.71200692931136e-06
499,-8600630856862918656,2850,6.71096236261962e-06
500, 2435079919315952128,2851,6.70962025857192e-06
501, 8742225893741641728,2853,6.70828015716342e-06
502,-8950573150361508864,2854,6.70705587858562e-06
503, 4518179866243916800,2855,6.70648377406567e-06
504, 6855802952841879552,2856,6.7047375765451e-06
505, 4046650253084479488,2857,6.70457397516952e-06
506,-1591670536274420224,2858,6.70290050394499e-06
507, 8132188825026132992,2860,6.70212226074225e-06
508, 5562151767664247808,2862,6.69880628369682e-06
509,-1507598365414624768,2869,6.69195466864713e-06
510, 4126212232204504576,2872,6.68801276066989e-06
511,-2587974685897885184,2873,6.68716319887541e-06
512, 6735128716904017920,2874,6.68699476915504e-06
513, 1487203999453875200,2875,6.68604125833463e-06
514,-8054546521023746048,2878,6.68155061652546e-06
515, 3380377583037833216,2881,6.67630531125996e-06
516, 2429856285597867008,2882,6.67533592372975e-06
517, 2526783039199003136,2884,6.67296093773699e-06
518, 2474809688544068096,2886,6.66970780490534e-06
519,-1357911694727496960,2887,6.66821359066037e-06
520, 8697698281674520576,2888,6.66788979074729e-06
521,-8949634160125470720,2889,6.66706780996961e-06
522,-8237117963033611264,2892,6.66302783744537e-06
523,-1923822989774537472,2894,6.65971303332851e-06
524, 3946951185191738880,2895,6.65947735562674e-06
525, 1024008540850410880,2896,6.65714915459119e-06
526, 1427752642700851968,2899,6.65501103121699e-06
527, 2220525782783243008,2902,6.65386912222799e-06
528, 2735864494509326848,2903,6.65265857990051e-06
529,-7947497522010450944,2904,6.65082541647786e-06
530, 3637431813375866368,2905,6.65016715527905e-06
531, 6322540113483193344,2907,6.64843644401337e-06
532,-8034062228114978816,2911,6.64735751183525e-06
533, 7568269055174297600,2912,6.64687104956555e-06
534, 8481199176560384000,2913,6.64658321136952e-06
535, 3739412373872023040,2916,6.64367924637626e-06
536,-6906747321400321024,2918,6.63977975847585e-06
537, -497958460549649984,2919,6.63720854246119e-06
538, 8488164072941289472,2920,6.63655724114384e-06
539,-8643847492133368832,2921,6.63652074285245e-06
540, 4173283577572698624,2924,6.63422437757371e-06
541,-3258688720968500224,2927,6.63332456884351e-06
542,-3530803227805145088,2929,6.63255290666867e-06
543, 8686279542512309248,2930,6.63180913313353e-06
544, 4718809201113256960,2931,6.63180027638548e-06
545,-6135164086290094080,2932,6.63176686828565e-06
546, 6772774146344912896,2934,6.63025829224416e-06
547,-7832136629825707008,2935,6.62943653023988e-06
548,-3170658797809378304,2937,6.62813036419112e-06
549,-2028289375956069376,2941,6.62475851270692e-06
550,-7753998206287026176,2945,6.62052916719994e-06
551, -987720027714173184,2946,6.62046558743831e-06
552, 2146453249705989376,2949,6.61904588198901e-06
553,-6056721266327404544,2950,6.61900341357933e-06
554,-6937382711108062208,2951,6.61774117202615e-06
555, 2724385369094072320,2953,6.61579256779261e-06
556, 2929872561484418048,2955,6.61423133428277e-06
557,-9172906357890856960,2956,6.61287510490402e-06
558, 1627390150531023360,2958,6.61244802546753e-06
559,-2545793354413625856,2959,6.61180422070878e-06
560,-1366809027775553024,2961,6.60904373706449e-06
561, 2930615707431037440,2962,6.60765185678193e-06
